Disorder Strength,t=25,t=50,t=100,t=250,t=500,t=1000
0.3061224489795918,0.38607545208154104,0.35086493753386117,0.29280671559620436,0.16576034219804994,0.09106359035955748,0.047044659308355226
0.32653061224489793,0.38698269689232156,0.34907552996990715,0.2798372710806629,0.1496675145482049,0.08138661504080183,0.04238883370544217
0.3469387755102041,0.3912673931733082,0.3459564682133901,0.2679374383927032,0.13731057781607534,0.07476831461723545,0.03779222893355939
0.36734693877551017,0.3903550595052685,0.3402792159676566,0.2523039520017769,0.12576315578205752,0.06691019460166411,0.03445442545536504
0.3877551020408163,0.38906226308092384,0.3308803961421267,0.23734640071507457,0.11647525402142747,0.061107267629553326,0.03110114330511025
0.4081632653061224,0.3866946755604074,0.3229991375660639,0.22650031975112675,0.10884299359310086,0.056530904237247916,0.028621961682136585
0.42857142857142855,0.3862714915450714,0.3151973894065408,0.2133203768071908,0.10000592618225596,0.05140510092232493,0.026147252857142
0.44897959183673464,0.3820859830599574,0.30718551177037545,0.20082235429958842,0.09259209139850416,0.047331877486003156,0.0240250476902831
0.4693877551020408,0.3810600211704467,0.2952247219720619,0.19063313200341878,0.08544585961548208,0.04367538805841546,0.022189961255685092
0.4897959183673469,0.3752688989859397,0.28559846019288276,0.17591833860754383,0.07961482896574622,0.041265205830582366,0.020483804793023832
0.5102040816326531,0.37092982825116716,0.27321439473109316,0.16715377484940702,0.0740505898412044,0.037622177014110136,0.018990002216011843
0.5306122448979591,0.3664944379123505,0.2626520091653986,0.1578506168246192,0.06939304223368743,0.035622654931511066,0.01798575425692615
0.5510204081632653,0.3591240902426448,0.25178486723169285,0.15196920453138033,0.06483907726637732,0.03307022069975789,0.016674763358914164
0.5714285714285714,0.34987424004967804,0.24299392014708887,0.14194948716739145,0.060555778327949145,0.03107315126455009,0.015639978758479334
0.5918367346938775,0.3452130846851573,0.23330539813451864,0.13345653080962716,0.057204610604601226,0.0294792308401577,0.014586379248883452
0.6122448979591836,0.3349106655155932,0.22132023628269482,0.12614942058348402,0.054129776115760746,0.02751536372585854,0.013742880457623842
0.6326530612244897,0.32860126335539036,0.2125581872653318,0.11954296534276448,0.051249331424532765,0.025695669034263176,0.012936917793839812
0.6530612244897959,0.317205181210105,0.2028283001142344,0.11375446474808791,0.04841172818939668,0.02457172909059521,0.01223074271484257
0.673469387755102,0.3121885472171483,0.19479503547316007,0.10811661372604435,0.04588651892214504,0.02307569580547625,0.011576100999284687
0.6938775510204082,0.30064083184245943,0.18530490076411407,0.10223259509886802,0.04310829503875364,0.021703685259565387,0.010992078861494064
0.7142857142857142,0.2919395140873551,0.17820717133379924,0.09778747332982596,0.041154185712312934,0.020640441976399478,0.010379896598565757
0.7346938775510203,0.28216314383469204,0.1684595253172543,0.09172194451321782,0.038678976237496374,0.0191066252236351,0.00973676229190192
0.7551020408163265,0.272661497485722,0.16246405742102202,0.08762299217057136,0.03607452797032957,0.01829370297562,0.00913719918472062
0.7755102040816326,0.26584321674636074,0.15368768111984082,0.08411557961070244,0.03478187467309346,0.01758614527508354,0.008722724244061827
0.7959183673469387,0.2568430002263848,0.14939244831967058,0.08023392821709105,0.032610975434569395,0.016478749840047005,0.0083742685232389
0.8163265306122448,0.2461844936719971,0.1427811150882227,0.07649847501368659,0.031597378033074816,0.01590242409937611,0.007960179409868238
0.836734693877551,0.236227885658557,0.13724816522347824,0.07247587975159046,0.030183948083867762,0.014940945396972093,0.0074993137750362215
0.8571428571428571,0.23169935162435168,0.13247008467218582,0.06906342563345101,0.028321697873633245,0.014401750352318124,0.007155376612994637
0.8775510204081632,0.22360605010703316,0.12508566182199463,0.06567588553030979,0.026398143307013795,0.013683459919339043,0.0067981575326936374
0.8979591836734693,0.2115393369861853,0.12009390375116885,0.06296058508324376,0.025641957931275904,0.013083780627584094,0.006403890660272531
0.9183673469387754,0.20798009376139623,0.11443999355718641,0.060022642458195025,0.02413514445230322,0.012334464200167322,0.006150222907729685
0.9387755102040816,0.19533239964564808,0.1095514030541731,0.056389509964058664,0.023308534758762406,0.011666770151502638,0.005813377765595493
0.9591836734693877,0.1898604325213663,0.10331416614187654,0.054998254814717824,0.02200334942400921,0.011187262036975388,0.005534520675624077
0.9795918367346939,0.17828835668086487,0.09768800708871044,0.05063516854472065,0.020489666381014366,0.010455335988800163,0.005191432235127344
1.0,0.17043136552524274,0.09193820433905277,0.04883715740008611,0.019612669317548615,0.009825039493188603,0.004947190690134963
